,CL=F,BZ=F,NG=F,GC=F,SI=F,HG=F,ZC=F,ZW=F,ZS=F,XLE,XLB,XLI,GDX,SIL,JETS,IYT,XOM,CVX,FCX,NEM,APA,OXY,TECK,SM,TGB,GORO,SPY,QQQ,IWM,IJH,MGC,^VIX,DX-Y.NYB,^TNX
2005-05-09,0.3232917682457266,,0.3178077653306997,0.11192573330822776,0.2565828352709478,0.19414656506714398,0.2423271648429227,0.30421648829316994,0.27666006350056727,0.2654262724890521,0.20180841188696808,0.14684718445221906,,,,0.20500730664030564,0.2761688748833695,0.25401740752143354,0.3142841836428563,0.26726493429449616,0.3269795933788772,0.3298729650229534,0.4345424116131353,0.32085352430432057,0.5117708814776305,,0.12164674771921762,0.15167202275863542,0.16850119220745924,0.13568707832453383,,1.0226511759892798,0.07116889796113567,0.17710422811892473
2005-05-10,0.32330317594886654,,0.31177400794062843,0.11183006347536936,0.25666761021165346,0.19515888004073176,0.24182369800178977,0.30728548537227124,0.2773231517798039,0.2675870843873727,0.2039380324101419,0.148141427293894,,,,0.20699909637543917,0.27673162278660207,0.25415564745192964,0.3158843047199152,0.269963569102027,0.3298161852060849,0.3341535043056606,0.4383666417867092,0.32060702657920537,0.4949016434765595,,0.12329534095657492,0.15213808491572328,0.1698368971726079,0.13608856843285252,,1.034184121105443,0.07128225472427134,0.17909834609159697
2005-05-11,0.33028858845980724,,0.311821964287985,0.11183489205166107,0.2566732056116497,0.19559175463763329,0.24272195746597386,0.31014753627867675,0.2765570431353021,0.26774083714520064,0.2021395008686647,0.14752222181845978,,,,0.20692972675919477,0.2767957004523441,0.2543717595682715,0.31574495846565864,0.2703591631584815,0.3310691232826406,0.33582204590822773,0.4514054819915625,0.3222142373561896,0.48710885872764886,,0.1229944077700028,0.14905338303725305,0.16466030634704842,0.13395090850467853,,1.0347441757814562,0.07223122416711264,0.17660868838698282
2005-05-12,0.33268763030560433,,0.3165680565133463,0.11334087984851783,0.23490976788724352,0.18851504274515382,0.24131372836544418,0.3088718054450776,0.2781354873977691,0.2775344295795921,0.2073535481958514,0.14867442171352938,,,,0.21472828907544336,0.28936303463897606,0.25498991374498986,0.3334544870655445,0.27211671029629686,0.3435317440536332,0.3402233269694831,0.4582272135801927,0.3138783923051962,0.49904310541842917,,0.12463171844812038,0.14908699432455913,0.16735846065936613,0.13655926406797192,,1.0522135496561502,0.07244570565146959,0.17059278994565877
2005-05-13,0.3327130502117374,,0.3157043489364396,0.11245394234369165,0.22418437113133916,0.19871373568096692,0.24151608995261456,0.3105039813081854,0.28221752056839083,0.2785602617131151,0.20951350868858043,0.14824798524952534,,,,0.21376096616553672,0.29211240662800786,0.2546359251728283,0.3339766607868785,0.27188665097023257,0.3443052314462802,0.3389644507738305,0.4409682034299599,0.3139396838649405,0.5121714738734077,,0.12330965596362968,0.14766899172253473,0.16376009828361157,0.13507813025386214,,1.052003079875073,0.07376079369474006,0.17310000954479574
2005-05-16,0.33254701395576935,,0.3171179820685448,0.10968171303546255,0.2209606357870714,0.1986869938582654,0.2676602670115477,0.31345232963158587,0.2866449031717229,0.27863713502034015,0.20979171484161024,0.15112193330508114,,,,0.21747781872807645,0.2910704233262641,0.25547516101723133,0.3338934100007756,0.2718095611573262,0.3449538470864011,0.3391411242314949,0.46435391089033445,0.3202301994591945,0.5123906248498244,,0.12489008904462442,0.14802475074858742,0.16708492636686298,0.13637413552487873,,1.0559434440715412,0.07215946054565252,0.17274749137061002
2005-05-17,0.33272639790822983,,0.3162017645965617,0.10971598878661892,0.22256633945404675,0.19781206710072066,0.26761646061342087,0.3138580260318221,0.28689480746322016,0.2810043592728176,0.21160796820099664,0.15163049340200482,,,,0.2185419710225493,0.2917792685386159,0.2623677874650641,0.3462162000442991,0.27308334223130415,0.3482797966121059,0.3408345027267775,0.4815217491811044,0.3296815726839613,0.5118861755511062,,0.12542572237900504,0.14791747472547037,0.16762277258455513,0.13770585688860937,,1.0662305464043522,0.07150044362377987,0.17237696788196982
2005-05-18,0.3375120126730718,,0.3165767991497693,0.11020394977993227,0.22557874401766104,0.20256347861382915,0.2673305189808153,0.3117015246344561,0.2889745287899528,0.2751252683265946,0.2163830389128953,0.15460660188367542,,,,0.2241427797027307,0.2862931298985575,0.25766198495764775,0.34637668843063985,0.2753955147539125,0.3413038811395373,0.3374028347988324,0.4865438217286658,0.32974343793753863,0.4795584346301657,,0.12720807041398888,0.1504461140086795,0.17255785914789387,0.1422903915299676,,1.0749519946632964,0.0721946850512607,0.171488446661697
2005-05-19,0.3362020584480235,,0.3102695838349473,0.10992982428678273,0.22385321441584216,0.1992753037509918,0.2668643289664349,0.313387639482424,0.2835830399210182,0.27645497112854234,0.2164634472830589,0.1535689912945842,,,,0.224015108135455,0.2897963349437463,0.2582306661379851,0.3450068788574176,0.27523218601145677,0.3378469757557326,0.33828127829627347,0.4840248918003039,0.32726771887310324,0.48644668491940257,,0.12649802098414273,0.14899262094730262,0.17186392138213158,0.14186867033798828,,1.070254239856466,0.07217204224728514,0.17215052329018748
2005-05-20,0.33442631875840684,,0.31025442887278465,0.1108547310614561,0.22922267769643545,0.20039993035460935,0.2689524246652357,0.3140878952883331,0.2836091181872074,0.2730532832137739,0.21525592658124776,0.1535698491930437,,,,0.22368875058845172,0.2874635617712815,0.25512633998932266,0.34616023256127776,0.2764573892395078,0.33207455054217144,0.3332208314146582,0.490044294004714,0.3257932505872531,0.49899598555154784,,0.1264948065613802,0.14905499234909075,0.1718245675385559,0.14190911097356845,,1.0652467906458645,0.07308334842507125,0.16845795274177397
2005-05-23,0.32979365543962214,,0.3042278767221258,0.10499647281690473,0.22729477414183785,0.20123841771638923,0.27827148183188555,0.3214964833966772,0.2718430219721051,0.2749375446697343,0.21419961602209786,0.1506341723483666,,,,0.2188848518100205,0.28657266428068623,0.2576035162131415,0.34641285991432935,0.2597402770139486,0.3336182864825632,0.33646943052716827,0.4849648264941515,0.32531404982710416,0.4851463812993355,,0.12330247547339604,0.14716637266179017,0.1678714872274845,0.1387327107311966,,1.0154928247012043,0.06800437849714604,0.16975812295293943
2005-05-24,0.3305157569618704,,0.2974487102701768,0.105101697122438,0.22695004795454765,0.2021738447380474,0.279405560668314,0.32107624770216586,0.27215814244156306,0.27381889530360226,0.21168929566556696,0.15073184590538258,,,,0.21573051801554358,0.2837409218212728,0.25576788940329664,0.34914359315799376,0.26479880424809854,0.3345812436152116,0.33642200367254177,0.48742822527609203,0.32706068596119864,0.4914784812480959,,0.12259520587626456,0.14725822671706382,0.16761571959749597,0.13858477307820224,,1.009373677945523,0.06784415322775426,0.17036559398196507
2005-05-25,0.33462407005582234,,0.2976408015059598,0.10536788053977839,0.23000199983035124,0.20323412361787527,0.2796189560105584,0.32052337782991697,0.27694133289318745,0.27268376960808743,0.21101204133951937,0.1490285809880442,,,,0.2138387527257103,0.27858042371294917,0.2547545246574255,0.3472405571806898,0.2647603223821262,0.3335760677151712,0.3362542864467438,0.48293026723523186,0.3266200412285845,0.49359432380821877,,0.12188477924829334,0.14542790802848587,0.16709740023343947,0.1372000600319325,,0.9998354611148924,0.06777747830473774,0.1712537534731969
2005-05-26,0.33460094689325254,,0.2751391578148428,0.10535578413422662,0.22894108078569167,0.2297293658753384,0.2750799824395504,0.31689077344962363,0.2615964928753281,0.26819772933402264,0.20900135584034263,0.1488370620649483,,,,0.2142145118170281,0.2699968264210563,0.253744715443943,0.3461233243355277,0.2645298348211246,0.3286574336694841,0.3354685525298803,0.48988802205539733,0.3265932411465283,0.4936610846473002,,0.12072608617049836,0.14635946826734111,0.1660759116700713,0.1360377966853003,,1.0013593120943294,0.06820085865854272,0.1713368223980258
2005-05-27,0.3360720311963431,,0.2870412994989868,0.10546679405758896,0.23202331890579905,0.2841104101631324,0.27603602998176785,0.3057879297878761,0.2569429878360862,0.27016564279077204,0.20862661719933634,0.1483854126119515,,,,0.2143099881379256,0.2710278878501682,0.256151240553816,0.34604555385568586,0.27350288226445796,0.33188107647722254,0.33462743184360666,0.49600269629664545,0.3274889285839373,0.5124557532637529,,0.12005025370647916,0.14466490125806142,0.16610508423697298,0.13577619339294464,,0.9964969722159328,0.06897475783784637,0.16600536614592382
2005-05-31,0.3360906203927388,,0.28676231192793283,0.10549370574802275,0.2323786750598802,0.28107082509279113,0.2739300447684976,0.3032722802345908,0.25642947578861175,0.26780959769892065,0.20883719586995436,0.14831747093313583,,,,0.21361507226382984,0.26928029208980864,0.2552660348394044,0.34545484964048767,0.27182522479568233,0.3269419736904248,0.33358235522075846,0.49596043194854195,0.3265122776847319,0.5115544382943442,,0.12030166700757268,0.14325725971080083,0.1653389713476647,0.13434517677646055,,1.012435205733254,0.07481158332069542,0.16865329326228573
2005-06-01,0.34645165852280657,,0.31306562609553973,0.10555065725763182,0.23202907363584535,0.2838339678217781,0.2745632884461784,0.30303407458442394,0.2532503067444602,0.2689037315347225,0.2114726634236849,0.14838296443550536,,,,0.21407028973383235,0.2709065198421307,0.2571761077989646,0.3476079063575341,0.2737267104646084,0.3276823609742886,0.33351239794826637,0.4891499192478407,0.3307252997042619,0.5128656699251208,,0.1215414003903915,0.14412033176525513,0.16698054255578096,0.13546663376611817,,1.0204527810565234,0.07485004324405482,0.1750215697863104
2005-06-02,0.34785260591113276,,0.3126210308825327,0.11098011248827053,0.23094496373385034,0.28497290763986166,0.28323723107219634,0.3067269407167514,0.2586788206345559,0.26675399450304216,0.21149918128222356,0.14830211518025768,,,,0.21456665825930368,0.2706511067484002,0.25726485268917637,0.34757999518928007,0.2726886547190209,0.3240803038198913,0.3286911639234849,0.48835991196426126,0.3243379097075474,0.6006814260889956,,0.12161688718382803,0.14365333795092886,0.1670755224702007,0.1355974501836012,,1.0216120704362994,0.07545679469322594,0.1750058513364099
2005-06-03,0.3515742056746417,,0.3120586831671609,0.10916230580151465,0.22892932137943842,0.2876810243685104,0.28336025881012694,0.3066787968524791,0.25920784359991994,0.2656738434943183,0.2010705406888932,0.1457765257742717,,,,0.21099490118120862,0.269954458974898,0.2565452392471081,0.3302299594884424,0.2678513849596478,0.3171361394733777,0.3287545064141887,0.48838565167406894,0.3196147157374165,0.6138258624814993,,0.1193842491401394,0.1463853780925245,0.16571374176176407,0.1337918359711978,,1.010493576649289,0.07295253722801165,0.1790727875773448
2005-06-06,0.35214890808208443,,0.3193093265053823,0.1099659542288337,0.22904839742450725,0.28791342412839954,0.2818713309084846,0.30468008714198663,0.2544394717125458,0.26548443294377605,0.2002458104519136,0.14540423439164263,,,,0.20936951256285108,0.2701810775524478,0.256491879266365,0.32991070498442926,0.268472968789289,0.31609470727290034,0.3280099075259472,0.4876866156031502,0.3159739172264456,0.6149456775345578,,0.11938077550460015,0.14357583825317652,0.16588802884715434,0.13371589286641142,,1.009323536297708,0.0738216867286505,0.1791741234773546
2005-06-07,0.3522272397627919,,0.3170448195252725,0.10725443353176176,0.22715156739155568,0.2885439270645066,0.28177180777281396,0.3031918927754963,0.2525736495137575,0.26609513381144506,0.20086481420744237,0.14572394850004713,,,,0.20937884494631853,0.2701265354274437,0.2564068559458809,0.3307975875666646,0.262059701054209,0.31674396936773747,0.32931723256855017,0.48575397974220563,0.318099085009135,0.6156695076407075,,0.11919049686791042,0.1431545793440985,0.16492845516388988,0.1330073059034371,,1.009224135486877,0.07068183004170538,0.1769995823986817
2005-06-08,0.35505682541340794,,0.319095307051392,0.10684067060257328,0.22561064988642954,0.28855799500210766,0.2838034466532901,0.30404528294268174,0.2534417808032263,0.2603504708801556,0.20095006803992288,0.14466772851234175,,,,0.2129166241642089,0.26116014254733916,0.25050179363584374,0.3315439659785204,0.2609848941540485,0.3138362066153859,0.32277579205750495,0.48979447821116634,0.31549075100471324,0.6096261702953577,,0.1171472757262891,0.14309577703696313,0.16386005356995872,0.13094015817282556,,1.0093031316220662,0.07016954960056225,0.16490032724213516
2005-06-09,0.35830481095507183,,0.31750475165802383,0.10675019706845376,0.23014744003281554,0.28833717544274207,0.2822288064484478,0.3013691879933796,0.25239377742860963,0.263314947668742,0.19980279909967955,0.14457632256073094,,,,0.2126905791651846,0.2679738991493517,0.25105049214605385,0.32483696036032794,0.26091546899023194,0.31173117360474834,0.3258099244008313,0.47633915557968093,0.3165456382639034,0.6078094979406587,,0.11745580399731871,0.14361503374215875,0.16484502637073914,0.13190184091241638,,1.0137420294196255,0.07008871313695587,0.16446195532590976
2005-06-10,0.3578240712613118,,0.3192791687814142,0.10670806151126513,0.22988189687227653,0.28961662245734887,0.2830276000535326,0.29309534051938657,0.24285541331566313,0.2628677035125651,0.2003383038848487,0.1445220315751241,,,,0.2124191752211252,0.26692966697911097,0.2512458545991147,0.3272614553569374,0.27033898856815103,0.3108772040541041,0.32537030491471775,0.4736648550792608,0.3131724191631734,0.6035918706813054,,0.11669069031490138,0.14396644925264063,0.1648903671243096,0.13192140464899843,,1.0126250759388211,0.07075320299516326,0.1662623783847646
2005-06-13,0.36549011981449187,,0.31524927862413776,0.1048883421090801,0.2262519788021929,0.29040341443841095,0.285744818460143,0.29266429767462127,0.24625000522526566,0.26259912074853475,0.20097224289127588,0.14409424540016297,,,,0.21225431281781207,0.2668076173345231,0.25035547735012903,0.3276254190149599,0.27169846188690716,0.31028241687769426,0.32415237026281113,0.47453317037300796,0.3192084706102576,0.5994583639519485,,0.11619279072960254,0.1439943374737817,0.16444743032423234,0.1311531741264917,,1.0119078439737441,0.06998339344263466,0.167736956838137
2005-06-14,0.3661826667911256,,0.3151882541211584,0.10515922542204172,0.22630605213268212,0.29215098102339876,0.25819950756555515,0.26900413933046896,0.23413510507049456,0.2612199357146784,0.20097566920251378,0.14378680231035476,,,,0.21205429571341275,0.2651821173939785,0.24912149202997266,0.3280438953670573,0.2723153057847373,0.3094794772575435,0.3209149189513108,0.47428509949662817,0.31546681684118666,0.6001770982842854,,0.11505250777765129,0.14327538866922054,0.16474264255758256,0.13129865322624387,,1.0047926947403374,0.0701120791063857,0.1687024858451507
2005-06-15,0.3631884686004824,,0.3204480388090186,0.10460174515615756,0.22636936627222884,0.29309567909849743,0.26144298213865436,0.27113543060308165,0.2357545406518048,0.2621504762959079,0.19789020214703265,0.14197297493930403,,,,0.20970412779969838,0.26631335110141036,0.24997734505110603,0.33602564468798146,0.27314657779616813,0.3100791855354932,0.3231997882990163,0.476797523847262,0.3156370536550968,0.6008564622604163,,0.11373632647263275,0.14141993060534128,0.16437969186698626,0.13046059728175421,,1.0046335313987316,0.07045046388759241,0.16855278447818142
2005-06-16,0.36501449057413654,,0.323348745276647,0.10763022492271769,0.2264012913402283,0.29620026262050064,0.2611628156527546,0.2690505094918367,0.23572635763189498,0.26141629430384833,0.19757266110037022,0.14199297839491115,,,,0.2098461740487566,0.26494865318852945,0.25123107685211904,0.342408452442779,0.2825741334597778,0.3090067012085613,0.3203111783754768,0.49898783578771516,0.31512487004498213,0.5973584131518033,,0.1137743782312328,0.14169593882438208,0.16543682099367757,0.13150341265316434,,1.00556727751987,0.07040169852374235,0.16831158255080889
